primary,external,count
O23,W19,1
O23,W20,1
O24,Y92,1
O26,W01,8
O26,W10,3
O26,X58,3
O26,V49,2
O26,W18,2
O26,W22,2
O26,Y09,2
O26,Y82,1
O26,V43,1
O26,V78,1
O26,W06,1
O26,W07,1
O26,W20,1
O26,W50,1
O26,W57,1
O26,Y04,1
O26,Y08,1
O26,Y92,1
O34,Y83,1
O34,Y04,1
O34,X58,1
O40,Y92,1
O42,Y84,1
O43,Y83,1
O44,V47,1
O60,Y92,1
O62,V89,1
O62,W19,1
O89,Y84,1
O90,Y92,1
O90,V49,1
O90,X58,1
O98,Y92,1
O99,W19,3
O99,X58,2
O99,Y92,2
O99,V89,2
O99,W18,2
O99,X58,2
O99,Y04,2
O99,Y84,1
O99,W19,1
O99,Y83,1
O99,V43,1
O99,V47,1
O99,V49,1
O99,W00,1
O99,W01,1
O99,W22,1
O99,Y07,1
O99,Y09,1
O99,Y84,1
O99,Y92,1
O9A,W10,5
O9A,W18,5
O9A,X58,4
O9A,W19,4
O9A,W01,4
O9A,Y04,3
O9A,V40,2
O9A,V89,2
O9A,W22,2
O9A,W50,2
O9A,X50,2
O9A,Y00,2
O9A,Y92,2
O9A,V03,1
O9A,V09,1
O9A,V13,1
O9A,V47,1
O9A,V78,1
O9A,W00,1
O9A,W54,1
O9A,Y07,1
O9A,Y08,1
O9A,Y82,1
O9A,Y93,1
P12,W19,2
Q03,Y92,1
Q04,X58,1
Q05,Y83,2
Q05,X58,1
Q07,W19,1
Q11,Y77,1
Q13,W19,1
Q18,W18,1
Q21,W19,1
Q21,Y92,1
Q21,Y84,1
Q21,X58,1
Q22,Y83,1
Q22,W10,1
Q23,Y83,17
Q23,Y92,4
Q23,Y71,1
Q23,Y84,1
Q23,W18,1
Q23,Y65,1
Q24,Y83,1
Q24,Y84,1
Q24,W19,1
Q25,Y83,1
Q25,Y95,1
Q25,W01,1
Q25,X58,1
Q26,Y83,1
Q27,Y84,3
Q27,Y83,3
Q27,W19,2
Q27,W18,1
Q27,X58,1
Q27,X32,1
Q27,X58,1
Q28,W19,2
Q28,Y95,1
Q28,W01,1
Q34,X58,1
Q43,Y83,3
Q44,Y83,3
Q45,Y93,1
Q61,Y83,3
Q61,Y65,1
Q61,Y82,1
Q61,Y92,1
Q61,X58,1
Q61,Y83,1
Q62,Y84,1
Q64,Y92,1
Q64,Y83,1
Q66,X58,3
Q72,X58,2
Q74,W18,1
Q78,V89,1
Q78,W18,1
Q78,X58,1
Q79,Y83,2
Q79,W19,1
Q82,X32,2
Q82,X58,1
Q82,Y92,1
Q84,X32,1
Q85,Y83,3
Q85,Y92,1
Q85,W18,1
Q85,W19,1
Q87,Y82,1
Q89,Y92,1
Q89,Y83,1
Q90,W19,1
Q90,X83,1
Q90,Y84,1
Q96,Y83,1
R00,Y92,69
R00,W19,68
R00,Y92,46
R00,W19,42
R00,W18,37
R00,X58,29
R00,W18,21
R00,W01,17
R00,W01,16
R00,Y83,10
R00,X58,8
R00,W57,6
R00,W22,5
R00,Y83,5
R00,Y84,4
R00,W06,4
R00,Y71,4
R00,Y90,4
R00,W06,4
R00,Y95,3
R00,W07,3
R00,W05,3
R00,W10,3
R00,W10,2
R00,Y90,2
R00,W22,2
R00,V49,2
R00,W07,2
R00,X30,2
R00,Y95,2
R00,W05,1
R00,V47,1
R00,Y99,1
R00,Y65,1
R00,V48,1
R00,W17,1
R00,X50,1
R00,V89,1
R00,V13,1
R00,V43,1
R00,W08,1
R00,W26,1
R00,X38,1
R00,X83,1
R00,Y09,1
R00,Y71,1
R00,Y93,1
R00,Y99,1
R00,W01,1
R01,W57,5
R01,W19,3
R01,X58,3
R03,W57,6
R03,W19,6
R03,W01,3
R03,X58,3
R03,V19,2
R03,V89,1
R03,W11,1
R03,W18,1
R03,Y90,1
R03,Y92,1
R04,X58,29
R04,W18,25
R04,W19,25
R04,W01,22
R04,Y92,21
R04,Y92,19
R04,Y84,8
R04,W06,5
R04,W19,4
R04,X58,4
R04,W01,3
R04,V49,3
R04,V89,3
R04,W10,3
R04,W22,3
R04,Y04,3
R04,Y93,3
R04,Y83,2
R04,W00,2
R04,W20,2
R04,Y83,2
R04,Y90,1
R04,W18,1
R04,Y95,1
R04,Y33,1
R04,V18,1
R04,V43,1
R04,W17,1
R04,W54,1
R04,W88,1
R04,Y08,1
R04,Y33,1
R04,Y79,1
R05,X58,50
R05,W19,45
R05,W18,11
R05,W01,8
R05,W57,7
R05,Y92,6
R05,X50,5
R05,Y83,4
R05,W22,4
R05,V49,3
R05,W06,3
R05,Y93,3
R05,W07,2
R05,Y92,1
R05,W18,1
R05,Y95,1
R05,V86,1
R05,V13,1
R05,V89,1
R05,W17,1
R05,W54,1
R05,X00,1
R05,X08,1
R05,X32,1
R05,Y71,1
R05,Y82,1
R05,Y84,1
R05,Y90,1
R05,Y95,1
R05,Y99,1
R06,X58,114
R06,W19,79
R06,Y92,42
R06,W18,19
R06,W01,14
R06,Y83,13
R06,Y92,11
R06,Y90,10
R06,W57,9
R06,Y99,8
R06,W10,7
R06,Y93,7
R06,X58,6
R06,Y84,6
R06,X50,4
R06,X08,4
R06,W06,4
R06,Y83,3
R06,W07,3
R06,W17,3
R06,W22,3
R06,W23,3
R06,X30,3
R06,Y04,3
R06,W01,2
R06,V49,2
R06,V89,2
R06,W00,2
R06,W55,2
R06,X39,2
R06,W19,1
R06,Y90,1
R06,V89,1
R06,W18,1
R06,V43,1
R06,V53,1
R06,V80,1
R06,W05,1
R06,W34,1
R06,X02,1
R06,X14,1
R06,X32,1
R06,X37,1
R06,Y26,1
R06,Y81,1
R06,Y95,1
R07,W19,823
R07,W01,382
R07,X58,312
R07,W18,285
R07,Y90,127
R07,V49,106
R07,W10,96
R07,V43,91
R07,V89,89
R07,Y92,84
R07,X50,84
R07,W06,67
R07,Y93,48
R07,Y83,48
R07,W17,40
R07,W00,37
R07,W22,36
R07,W19,34
R07,Y04,33
R07,Y92,28
R07,X58,25
R07,Y84,21
R07,W18,20
R07,Y83,20
R07,W57,20
R07,W11,20
R07,V47,20
R07,W07,18
R07,Y90,16
R07,W01,11
R07,W55,11
R07,Y84,10
R07,Y09,10
R07,V87,10
R07,Y71,10
R07,W08,8
R07,V86,8
R07,V59,7
R07,W20,7
R07,W05,6
R07,Y71,5
R07,W10,5
R07,V19,5
R07,V44,5
R07,W50,5
R07,Y99,5
R07,V89,4
R07,W06,4
R07,Y93,4
R07,Y08,4
R07,Y00,4
R07,W31,4
R07,W13,4
R07,V29,4
R07,V18,4
R07,V09,4
R07,V00,3
R07,V13,3
R07,V17,3
R07,V40,3
R07,V48,3
R07,V53,3
R07,V80,3
R07,W54,3
R07,X08,3
R07,Y33,3
R07,Y04,2
R07,W05,2
R07,X50,2
R07,V28,2
R07,V58,2
R07,W09,2
R07,W16,2
R07,W23,2
R07,W26,2
R07,W51,2
R07,X83,2
R07,Y35,2
R07,X08,1
R07,W00,1
R07,Y65,1
R07,V49,1
R07,W17,1
R07,Y33,1
R07,V43,1
R07,V03,1
R07,V48,1
R07,V02,1
R07,V03,1
R07,V46,1
R07,V67,1
R07,V73,1
R07,V84,1
R07,V93,1
R07,V94,1
R07,V99,1
R07,W03,1
R07,W14,1
R07,W21,1
R07,W24,1
R07,W29,1
R07,W30,1
R07,W34,1
R07,W45,1
R07,W53,1
R07,W86,1
R07,X11,1
R07,X16,1
R07,X19,1
R07,X30,1
R07,X31,1
R07,X32,1
R07,X37,1
R07,X76,1
R07,X78,1
R07,X95,1
R07,X99,1
R07,Y07,1
R07,Y26,1
R07,Y69,1
R07,Y73,1
R07,Y81,1
R07,Y82,1
R07,Y95,1
R09,X58,40
R09,W19,27
R09,W18,13
R09,Y92,11
R09,W01,7
R09,W18,5
R09,X58,4
R09,Y83,4
R09,Y92,4
R09,Y93,4
R09,Y83,3
R09,W01,2
R09,W19,2
R09,Y84,2
R09,Y90,2
R09,W06,2
R09,W07,2
R09,W17,2
R09,X08,2
R09,X37,2
R09,X50,2
R09,Y90,2
R09,W06,1
R09,W94,1
R09,Y95,1
R09,W07,1
R09,V43,1
R09,V49,1
R09,W08,1
R09,W11,1
R09,W20,1
R09,W22,1
R09,W55,1
R09,W57,1
R09,W88,1
R09,X83,1
R09,Y26,1
R09,Y84,1
R09,X58,1
R10,W19,208
R10,X58,173
R10,W01,84
R10,W18,69
R10,Y90,52
R10,Y83,35
R10,Y92,34
R10,X50,28
R10,V89,22
R10,V43,19
R10,W57,19
R10,Y83,17
R10,W10,17
R10,W06,15
R10,V49,15
R10,Y84,15
R10,Y93,11
R10,Y92,10
R10,W22,10
R10,W07,10
R10,Y04,10
R10,Y84,7
R10,W19,7
R10,X58,7
R10,Y90,6
R10,Y33,6
R10,W11,6
R10,W18,4
R10,Y65,4
R10,W08,4
R10,V09,3
R10,W17,3
R10,W20,3
R10,Y09,3
R10,Y99,3
R10,W05,2
R10,Y95,2
R10,V49,2
R10,V18,2
R10,V29,2
R10,V44,2
R10,V47,2
R10,V87,2
R10,W05,2
R10,W50,2
R10,W55,2
R10,X83,2
R10,Y32,2
R10,Y63,2
R10,Y73,2
R10,W07,1
R10,X12,1
R10,Y71,1
R10,W22,1
R10,V89,1
R10,V48,1
R10,Y73,1
R10,W10,1
R10,W16,1
R10,Y93,1
R10,Y81,1
R10,W23,1
R10,X50,1
R10,W06,1
R10,V03,1
R10,V13,1
R10,V19,1
R10,V46,1
R10,V48,1
R10,V58,1
R10,V80,1
R10,V86,1
R10,W12,1
R10,W13,1
R10,W21,1
R10,W49,1
R10,W51,1
R10,W90,1
R10,X08,1
R10,X19,1
R10,X30,1
R10,Y00,1
R10,Y07,1
R10,Y71,1
R10,Y79,1
R10,Y82,1
R11,Y92,66
R11,W19,59
R11,X58,53
R11,Y92,36
R11,W18,24
R11,Y90,22
R11,W01,19
R11,Y83,9
R11,Y84,8
R11,Y83,8
R11,W06,8
R11,W19,7
R11,V89,5
R11,W10,5
R11,Y84,5
R11,W01,4
R11,X50,4
R11,W57,4
R11,W18,3
R11,Y99,3
R11,X58,2
R11,V49,2
R11,W00,2
R11,W05,2
R11,W20,2
R11,W45,2
R11,W55,2
R11,X30,2
R11,Y73,2
R11,Y93,2
R11,Y95,2
R11,X83,1
R11,Y93,1
R11,W06,1
R11,W17,1
R11,Y95,1
R11,V43,1
R11,V47,1
R11,W07,1
R11,W17,1
R11,W22,1
R11,W49,1
R11,W54,1
R11,W64,1
R11,W88,1
R11,X78,1
R11,Y69,1
R13,X58,75
R13,Y84,32
R13,X58,13
R13,Y83,12
R13,W19,8
R13,Y92,7
R13,Y84,6
R13,W19,4
R13,W18,4
R13,W01,3
R13,Y83,2
R13,Y92,2
R13,Y73,2
R13,Y93,2
R13,Y99,2
R13,W18,1
R13,V14,1
R13,V49,1
R13,V89,1
R13,W45,1
R13,W53,1
R13,W88,1
R13,X10,1
R14,X58,4
R14,W18,1
R14,V19,1
R14,W01,1
R14,W19,1
R14,W46,1
R14,W57,1
R14,Y33,1
R14,Y83,1
R14,Y90,1
R15,W19,2
R15,X58,2
R15,Y92,1
R15,Y83,1
R15,Y93,1
R15,W01,1
R15,Y09,1
R16,Y83,2
R16,W19,1
R16,W06,1
R16,W01,1
R16,X58,1
R16,Y84,1
R17,W19,1
R17,W19,1
R17,X58,1
R17,Y73,1
R18,Y83,9
R18,X58,7
R18,Y92,3
R18,Y84,3
R18,Y83,2
R18,W01,2
R18,W18,2
R18,W19,2
R18,Y82,2
R18,Y92,2
R18,Y84,1
R18,W19,1
R18,W06,1
R18,W18,1
R18,X19,1
R18,Y95,1
R18,W01,1
R18,Y33,1
R18,Y90,1
R19,X58,40
R19,W19,22
R19,W18,13
R19,Y92,10
R19,W01,10
R19,Y83,8
R19,Y92,8
R19,W57,7
R19,W18,5
R19,W19,5
R19,X58,3
R19,Y83,3
R19,Y90,3
R19,Y93,2
R19,W06,2
R19,W10,2
R19,W22,2
R19,Y84,2
R19,X15,1
R19,W55,1
R19,Y70,1
R19,W06,1
R19,W01,1
R19,V17,1
R19,V19,1
R19,V49,1
R19,V89,1
R19,W07,1
R19,W27,1
R19,W50,1
R19,W55,1
R19,W88,1
R19,Y65,1
R19,Y71,1
R19,Y73,1
R19,Y99,1
R20,X58,26
R20,W19,25
R20,W18,8
R20,Y92,7
R20,Y90,6
R20,W01,5
R20,W10,5
R20,W57,4
R20,V49,3
R20,Y83,3
R20,V29,2
R20,V43,2
R20,V47,2
R20,V89,2
R20,W19,1
R20,W05,1
R20,Y99,1
R20,Y92,1
R20,Y83,1
R20,W18,1
R20,V43,1
R20,V89,1
R20,V80,1
R20,W00,1
R20,W05,1
R20,W08,1
R20,W20,1
R20,W22,1
R20,X10,1
R20,X31,1
R20,Y04,1
R20,Y35,1
R20,Y71,1
R20,Y93,1
R21,W57,116
R21,X58,52
R21,Y92,21
R21,W19,5
R21,Y93,4
R21,Y92,2
R21,W18,2
R21,Y84,1
R21,W01,1
R21,W07,1
R21,W13,1
R21,W20,1
R21,W45,1
R21,W64,1
R21,X08,1
R21,X19,1
R21,X32,1
R21,X50,1
R21,Y63,1
R21,Y84,1
R21,Y99,1
R22,X58,59
R22,W19,38
R22,Y92,33
R22,W57,17
R22,W01,13
R22,W18,10
R22,W06,8
R22,W22,5
R22,W55,5
R22,Y04,5
R22,Y93,4
R22,Y83,4
R22,W05,3
R22,X50,3
R22,W10,2
R22,Y33,2
R22,Y84,2
R22,Y83,1
R22,W18,1
R22,Y92,1
R22,V03,1
R22,V09,1
R22,V19,1
R22,V29,1
R22,V89,1
R22,V99,1
R22,W13,1
R22,W17,1
R22,W20,1
R22,W21,1
R22,W49,1
R22,W50,1
R22,X95,1
R22,Y08,1
R22,Y09,1
R22,Y82,1
R22,Y99,1
R23,X58,15
R23,W57,7
R23,X32,3
R23,W19,2
R23,W54,2
R23,Y92,2
R23,Y83,1
R23,Y92,1
R23,V49,1
R23,V89,1
R23,W00,1
R23,W18,1
R23,W25,1
R23,W55,1
R23,X31,1
R23,Y83,1
R23,Y93,1
R25,W19,28
R25,X58,11
R25,W18,8
R25,Y92,4
R25,W01,3
R25,Y90,3
R25,Y92,3
R25,X58,2
R25,W11,2
R25,W54,2
R25,V00,1
R25,V49,1
R25,V86,1
R25,V89,1
R25,W03,1
R25,W05,1
R25,W06,1
R25,W07,1
R25,W22,1
R25,W25,1
R25,W34,1
R25,W55,1
R25,W57,1
R25,X10,1
R25,X50,1
R25,X95,1
R25,Y93,1
R26,W19,389
R26,X58,68
R26,W19,64
R26,W18,54
R26,W01,51
R26,W18,31
R26,W10,27
R26,W01,23
R26,Y93,15
R26,Y83,12
R26,X58,12
R26,V89,10
R26,W06,10
R26,Y92,8
R26,W10,8
R26,W07,7
R26,W17,7
R26,Y99,7
R26,W07,6
R26,W06,5
R26,Y90,5
R26,W19,5
R26,Y95,4
R26,Y92,4
R26,V29,4
R26,W01,4
R26,W19,4
R26,Y93,3
R26,V98,3
R26,W08,3
R26,W88,3
R26,Y83,3
R26,Y90,2
R26,W05,2
R26,W17,2
R26,V49,2
R26,W00,2
R26,W11,2
R26,W57,2
R26,X50,2
R26,Y82,2
R26,Y83,2
R26,W18,2
R26,X58,2
R26,Y95,2
R26,V89,1
R26,Y73,1
R26,V03,1
R26,V47,1
R26,Y99,1
R26,W00,1
R26,V29,1
R26,W11,1
R26,Y04,1
R26,W22,1
R26,W57,1
R26,Y82,1
R26,V94,1
R26,V13,1
R26,V99,1
R26,W05,1
R26,W21,1
R26,W22,1
R26,W51,1
R26,X15,1
R26,Y08,1
R26,Y65,1
R26,Y84,1
R26,W01,1
R26,W06,1
R26,W55,1
R26,Y92,1
R27,W19,41
R27,Y92,9
R27,W01,9
R27,W18,8
R27,X58,8
R27,W18,7
R27,W19,6
R27,W10,5
R27,Y92,4
R27,W01,2
R27,V89,2
R27,W07,1
R27,X58,1
R27,W06,1
R27,W57,1
R27,V23,1
R27,V29,1
R27,W06,1
R27,W07,1
R27,Y90,1
R27,Y93,1
R27,Y99,1
R27,W01,1
R27,W19,1
R29,W19,146
R29,W18,56
R29,X58,36
R29,W01,31
R29,W19,25
R29,W18,15
R29,W01,10
R29,W06,10
R29,Y92,9
R29,Y93,8
R29,V89,7
R29,Y92,5
R29,X50,5
R29,W06,3
R29,W05,3
R29,W07,3
R29,W07,2
R29,W11,2
R29,W17,2
R29,W54,2
R29,Y79,2
R29,Y83,1
R29,W22,1
R29,V49,1
R29,W10,1
R29,X58,1
R29,X08,1
R29,W05,1
R29,W13,1
R29,Y93,1
R29,V48,1
R29,W08,1
R29,W10,1
R29,W61,1
R29,Y30,1
R29,Y90,1
R29,Y99,1
R29,V89,1
R29,W06,1
R29,W18,1
R29,W19,1
R30,W19,19
R30,X58,12
R30,W57,5
R30,Y84,4
R30,W01,3
R30,W18,3
R30,W55,3
R30,Y84,1
R30,W20,1
R30,W22,1
R30,W54,1
R30,X83,1
R30,Y69,1
R30,Y73,1
R30,Y92,1
R30,Y93,1
R31,Y84,51
R31,X58,39
R31,W19,19
R31,Y92,15
R31,Y83,9
R31,Y73,8
R31,Y92,8
R31,Y84,7
R31,X58,7
R31,W18,7
R31,Y83,6
R31,W01,6
R31,W57,4
R31,Y73,2
R31,Y95,2
R31,W19,2
R31,V43,2
R31,W00,2
R31,W06,2
R31,W10,2
R31,W50,2
R31,Y65,2
R31,Y99,2
R31,W18,1
R31,W06,1
R31,V49,1
R31,V65,1
R31,V80,1
R31,V87,1
R31,W13,1
R31,W20,1
R31,W22,1
R31,X50,1
R32,W19,5
R32,W06,2
R32,X58,2
R32,W01,1
R32,W10,1
R32,W18,1
R32,Y04,1
R32,Y73,1
R32,Y90,1
R33,Y84,40
R33,X58,31
R33,Y73,13
R33,W19,10
R33,Y83,10
R33,W18,7
R33,W19,4
R33,Y92,3
R33,W01,3
R33,Y82,3
R33,Y92,3
R33,Y84,2
R33,Y83,2
R33,V49,2
R33,W06,2
R33,Y69,2
R33,Y93,2
R33,Y99,2
R33,Y82,1
R33,W11,1
R33,W18,1
R33,W17,1
R33,W00,1
R33,W07,1
R33,W10,1
R33,W22,1
R33,W57,1
R33,W88,1
R33,Y65,1
R33,Y90,1
R33,Y95,1
R33,W18,1
R34,W19,1
R34,X58,1
R35,W19,11
R35,X58,9
R35,W18,4
R35,W55,3
R35,W57,3
R35,Y04,1
R35,Y83,1
R35,Y84,1
R35,Y92,1
R36,Y84,1
R39,W19,8
R39,Y84,4
R39,X58,4
R39,W18,2
R39,W57,2
R39,W01,1
R39,V58,1
R39,W06,1
R39,W54,1
R39,Y99,1
R40,W19,43
R40,Y92,28
R40,W18,13
R40,X58,13
R40,W01,7
R40,W19,4
R40,V47,3
R40,Y90,3
R40,Y92,2
R40,X58,2
R40,V89,2
R40,W06,2
R40,W22,2
R40,Y83,2
R40,Y84,2
R40,W18,1
R40,W10,1
R40,V43,1
R40,V48,1
R40,V49,1
R40,V58,1
R40,W05,1
R40,W10,1
R40,W45,1
R40,W54,1
R40,X30,1
R40,Y04,1
R40,Y95,1
R41,W19,409
R41,W18,150
R41,X58,125
R41,Y92,123
R41,Y92,64
R41,W01,56
R41,W19,50
R41,Y90,39
R41,W06,33
R41,W18,24
R41,V49,15
R41,W05,12
R41,V89,12
R41,W07,11
R41,X58,10
R41,W22,10
R41,W10,10
R41,Y83,8
R41,V43,8
R41,Y83,7
R41,W01,6
R41,W06,6
R41,Y90,5
R41,W17,5
R41,Y84,4
R41,Y95,4
R41,W57,4
R41,V48,4
R41,Y84,4
R41,W10,3
R41,X31,3
R41,Y93,3
R41,V47,3
R41,W45,3
R41,X31,3
R41,Y73,3
R41,W05,2
R41,Y95,2
R41,Y04,2
R41,V18,2
R41,V19,2
R41,Y09,2
R41,V87,2
R41,W00,2
R41,W54,2
R41,Y99,2
R41,X08,2
R41,W08,1
R41,Y80,1
R41,X08,1
R41,V49,1
R41,V80,1
R41,W55,1
R41,Y04,1
R41,Y79,1
R41,W07,1
R41,Y93,1
R41,V89,1
R41,Y08,1
R41,X78,1
R41,V00,1
R41,V03,1
R41,W00,1
R41,V13,1
R41,V00,1
R41,V13,1
R41,V27,1
R41,V58,1
R41,V59,1
R41,V69,1
R41,V86,1
R41,W11,1
R41,W23,1
R41,W26,1
R41,W50,1
R41,W67,1
R41,X30,1
R41,X78,1
R41,X83,1
R41,Y75,1
R41,Y79,1
R41,Y82,1
R41,X58,1
R42,W19,418
R42,W18,258
R42,W01,118
R42,X58,79
R42,Y92,52
R42,W06,32
R42,W10,24
R42,W22,19
R42,W19,18
R42,W57,14
R42,W07,13
R42,Y93,13
R42,V49,12
R42,Y92,10
R42,V89,10
R42,Y90,10
R42,W01,8
R42,W18,7
R42,X30,7
R42,W00,6
R42,W17,6
R42,V43,5
R42,W05,5
R42,W20,3
R42,X50,3
R42,Y83,3
R42,Y99,3
R42,W06,2
R42,W07,2
R42,X58,2
R42,X32,2
R42,V47,2
R42,W55,2
R42,Y71,2
R42,Y83,1
R42,X30,1
R42,Y82,1
R42,Y93,1
R42,W00,1
R42,V03,1
R42,V44,1
R42,V48,1
R42,V77,1
R42,V87,1
R42,W03,1
R42,W11,1
R42,W26,1
R42,W32,1
R42,W54,1
R42,X00,1
R42,X08,1
R42,X15,1
R42,Y00,1
R42,Y04,1
R42,Y09,1
R42,Y33,1
R42,Y84,1
R44,W19,12
R44,Y92,7
R44,X58,6
R44,Y92,4
R44,W18,3
R44,X58,2
R44,Y90,2
R44,W19,2
R44,X83,2
R44,W07,1
R44,Y33,1
R44,Y83,1
R44,W00,1
R44,V18,1
R44,V89,1
R44,W00,1
R44,W01,1
R44,W22,1
R44,W34,1
R44,Y90,1
R45,Y90,113
R45,X78,39
R45,X58,34
R45,W19,22
R45,Y92,13
R45,Y04,12
R45,X83,12
R45,W01,6
R45,Y90,5
R45,W18,5
R45,Y09,4
R45,W45,4
R45,W22,4
R45,X58,3
R45,V49,3
R45,W18,2
R45,W07,2
R45,W17,2
R45,X79,2
R45,Y28,2
R45,Y35,2
R45,Y36,2
R45,W26,1
R45,W23,1
R45,Y92,1
R45,W19,1
R45,Y84,1
R45,Y95,1
R45,V03,1
R45,V47,1
R45,W05,1
R45,W06,1
R45,W20,1
R45,W25,1
R45,W26,1
R45,W27,1
R45,W57,1
R45,W86,1
R45,X30,1
R45,X31,1
R45,X99,1
R45,Y33,1
R45,Y78,1
R45,Y83,1
R46,W19,5
R46,Y04,2
R46,V89,1
R46,W01,1
R46,W22,1
R46,X58,1
R47,W19,22
R47,X58,14
R47,Y92,11
R47,W18,10
R47,W01,8
R47,W19,4
R47,W06,2
R47,W17,2
R47,V89,2
R47,X58,1
R47,Y90,1
R47,W18,1
R47,Y73,1
R47,Y92,1
R47,W01,1
R47,V49,1
R47,V87,1
R47,W57,1
R47,X50,1
R47,Y04,1
R47,Y32,1
R47,Y90,1
R49,X58,6
R49,W19,1
R49,Y83,1
R50,Y92,28
R50,W57,27
R50,W19,25
R50,Y83,19
R50,Y92,12
R50,X58,10
R50,W18,10
R50,W19,9
R50,Y83,9
R50,W18,6
R50,Y84,6
R50,W01,6
R50,Y84,4
R50,W01,4
R50,X58,4
R50,W06,4
R50,W57,3
R50,W06,2
R50,Y95,2
R50,W10,2
R50,Y95,2
R50,W10,1
R50,V29,1
R50,W03,1
R50,W13,1
R50,W34,1
R50,W08,1
R50,Y71,1
R50,V89,1
R50,X50,1
R50,Y90,1
R50,V29,1
R50,V43,1
R50,V47,1
R50,V49,1
R50,W07,1
R50,W16,1
R50,W22,1
R50,X11,1
R50,X50,1
R50,Y33,1
R50,Y73,1
R51,W19,326
R51,W01,225
R51,W18,161
R51,X58,73
R51,V49,51
R51,W06,50
R51,V43,40
R51,W22,38
R51,W10,36
R51,V89,34
R51,Y04,25
R51,W05,21
R51,Y92,18
R51,W07,15
R51,W57,15
R51,W00,11
R51,V47,9
R51,Y90,9
R51,Y93,8
R51,V48,7
R51,W08,7
R51,Y84,7
R51,W17,6
R51,Y83,5
R51,Y09,4
R51,W11,4
R51,Y83,3
R51,V53,3
R51,V87,3
R51,Y84,2
R51,W19,2
R51,V00,2
R51,V09,2
R51,V40,2
R51,W20,2
R51,W55,2
R51,W86,2
R51,Y33,2
R51,Y99,2
R51,Y99,1
R51,X58,1
R51,Y04,1
R51,W06,1
R51,W57,1
R51,W18,1
R51,Y82,1
R51,V03,1
R51,V13,1
R51,V29,1
R51,V57,1
R51,V59,1
R51,V80,1
R51,V86,1
R51,V99,1
R51,W03,1
R51,W21,1
R51,W34,1
R51,W50,1
R51,W54,1
R51,X08,1
R51,X32,1
R51,X50,1
R51,X76,1
R51,Y03,1
R51,Y07,1
R51,Y08,1
R51,Y63,1
R52,W19,69
R52,W01,12
R52,X58,7
R52,V89,7
R52,V49,6
R52,W57,6
R52,W18,6
R52,W05,5
R52,Y93,4
R52,W06,3
R52,W07,3
R52,W10,3
R52,W19,2
R52,V43,2
R52,X50,2
R52,Y92,2
R52,V47,1
R52,V14,1
R52,V29,1
R52,V39,1
R52,V87,1
R52,W17,1
R52,W29,1
R52,Y04,1
R52,Y09,1
R52,Y36,1
R52,Y90,1
R52,Y95,1
R52,Y99,1
R53,W19,601
R53,W18,288
R53,W01,164
R53,W19,157
R53,X58,134
R53,W06,102
R53,W57,96
R53,W18,79
R53,Y92,75
R53,W19,56
R53,Y92,43
R53,X58,43
R53,Y83,41
R53,W01,33
R53,W07,30
R53,Y90,25
R53,X58,21
R53,W06,19
R53,W05,19
R53,Y93,18
R53,Y84,17
R53,W10,15
R53,Y95,13
R53,W22,12
R53,W18,11
R53,Y92,10
R53,W10,9
R53,W08,9
R53,Y83,9
R53,Y84,8
R53,W05,7
R53,V89,7
R53,Y83,7
R53,X30,7
R53,V49,6
R53,Y84,6
R53,Y95,6
R53,W00,5
R53,Y99,5
R53,W01,5
R53,W07,4
R53,X50,4
R53,Y93,4
R53,Y95,4
R53,V89,3
R53,Y90,3
R53,Y82,3
R53,W17,3
R53,W17,3
R53,W06,3
R53,X08,2
R53,W30,2
R53,W34,2
R53,W00,2
R53,W08,2
R53,W50,2
R53,W13,2
R53,V43,2
R53,Y79,2
R53,Y65,2
R53,X32,2
R53,X10,2
R53,V42,2
R53,W54,2
R53,Y90,2
R53,X78,1
R53,Y82,1
R53,Y04,1
R53,W54,1
R53,W36,1
R53,Y37,1
R53,Y71,1
R53,W17,1
R53,Y99,1
R53,Y81,1
R53,V47,1
R53,W26,1
R53,V43,1
R53,Y73,1
R53,V00,1
R53,Y79,1
R53,W22,1
R53,Y32,1
R53,V03,1
R53,V09,1
R53,V10,1
R53,V19,1
R53,V29,1
R53,V84,1
R53,W11,1
R53,W16,1
R53,W20,1
R53,W30,1
R53,W31,1
R53,W55,1
R53,X50,1
R53,Y09,1
R53,Y33,1
R53,Y64,1
R53,Y69,1
R53,Y71,1
R53,Y73,1
R53,Y80,1
R53,V09,1
R53,V47,1
R53,V29,1
R53,V49,1
R53,V89,1
R53,W10,1
R53,W22,1
R53,W34,1
R53,X12,1
R53,Y09,1
R53,Y36,1
R53,Y93,1
R53,Y99,1
R54,W19,6
R54,W01,5
R54,W18,5
R54,W19,5
R54,W18,4
R54,W01,4
R54,X58,3
R54,Y93,1
R54,X58,1
R54,Y83,1
R54,W18,1
R55,W18,1113
R55,W19,1077
R55,W01,272
R55,W18,262
R55,W19,249
R55,X58,171
R55,Y92,104
R55,Y90,74
R55,W01,65
R55,W07,63
R55,W10,55
R55,Y92,53
R55,W22,52
R55,W06,45
R55,W17,35
R55,X58,31
R55,Y93,30
R55,V47,28
R55,W06,22
R55,W07,21
R55,V49,17
R55,W10,16
R55,V48,15
R55,V89,15
R55,Y93,14
R55,X30,14
R55,X50,13
R55,Y90,12
R55,W05,10
R55,Y84,9
R55,W11,8
